,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
6,2018-12-21,BHARATFIN,EQ,1023.15,1032.0,1032.0,995.2,999.0,999.0,1008.02,526432,53065491000000.0,26261,273260,0.5191
0,2018-12-13,BHARATFORG,EQ,514.75,518.6,525.9,503.15,508.45,508.1,515.12,1727935,89009658210000.0,41651,457418,0.2647
1,2018-12-14,BHARATFORG,EQ,508.1,508.25,519.5,504.7,513.3,513.6,513.24,1337897,68665626085000.0,34424,359170,0.2685
2,2018-12-17,BHARATFORG,EQ,513.6,516.0,526.0,508.15,523.6,524.15,518.15,1606047,83216536135000.0,29765,378449,0.2356
3,2018-12-18,BHARATFORG,EQ,524.15,520.1,525.85,515.25,520.5,522.0,519.97,1271134,66095177385000.0,26259,377105,0.2967
4,2018-12-19,BHARATFORG,EQ,522.0,524.6,528.0,518.0,522.2,521.75,522.22,1257559,65672506085000.0,28245,334272,0.2658
5,2018-12-20,BHARATFORG,EQ,521.75,519.0,531.0,513.7,522.1,521.5,523.84,1733104,90787539025000.0,36283,233238,0.13460000000000003
6,2018-12-21,BHARATFORG,EQ,521.5,522.0,526.0,500.0,502.0,501.55,509.85,1869274,95304800725000.0,44526,606631,0.3245
0,2018-12-13,BHARTIARTL,EQ,305.55,308.5,312.85,301.55,302.9,303.1,306.32,6909651,211658444190000.0,84141,1444222,0.209
1,2018-12-14,BHARTIARTL,EQ,303.1,305.2,333.4,305.2,319.0,319.25,317.82,20486283,651103552275000.0,181332,2582987,0.1261
2,2018-12-17,BHARTIARTL,EQ,319.25,319.25,323.2,312.8,313.8,315.2,317.71,6136693,194968258060000.0,64392,592220,0.0965
3,2018-12-18,BHARTIARTL,EQ,315.2,314.2,320.7,311.6,317.25,317.8,316.13,5653153,178715193000000.0,49673,912506,0.16140000000000002
4,2018-12-19,BHARTIARTL,EQ,317.8,319.5,324.0,318.05,322.55,322.7,321.02,5217959,167506755355000.0,56233,1741896,0.33380000000000004
5,2018-12-20,BHARTIARTL,EQ,322.7,317.0,321.55,314.0,315.85,316.55,317.07,5396352,171103199860000.0,56595,1564820,0.29
6,2018-12-21,BHARTIARTL,EQ,316.55,320.0,324.75,305.6,307.5,307.9,314.65,11143116,350614090555000.0,104956,1928461,0.1731
0,2018-12-13,BHEL,EQ,66.35,66.9,67.7,66.3,66.7,66.75,67.06,8670196,58143812360000.0,25244,2833654,0.3268
1,2018-12-14,BHEL,EQ,66.75,66.5,67.9,65.8,66.5,66.6,66.92,6485337,43398618555000.0,19225,1260624,0.19440000000000002
2,2018-12-17,BHEL,EQ,66.6,66.7,68.45,66.5,67.65,67.7,67.62,8413741,56892456785000.0,22839,2723229,0.3237
3,2018-12-18,BHEL,EQ,67.7,67.65,70.15,67.3,70.0,69.9,69.54,17072720,118731003530000.0,50065,5306056,0.31079999999999997
4,2018-12-19,BHEL,EQ,69.9,70.2,71.0,69.4,70.0,70.1,70.28,10669275,74984558275000.0,36330,2955203,0.277
5,2018-12-20,BHEL,EQ,70.1,69.8,71.0,69.25,70.7,70.55,70.39,6354028,44726541040000.0,21436,1241269,0.1954
6,2018-12-21,BHEL,EQ,70.55,71.8,71.9,69.4,69.75,69.85,70.38,15851379,111559673355000.0,43438,5777884,0.36450000000000005
0,2018-12-13,BIOCON,EQ,638.75,640.0,645.7,633.0,642.2,641.35,640.41,1485043,95103712960000.0,25349,317729,0.214
1,2018-12-14,BIOCON,EQ,641.35,641.0,658.0,638.1,648.5,647.95,650.98,2497730,162597143005000.0,59099,509842,0.2041
2,2018-12-17,BIOCON,EQ,647.95,651.0,654.9,628.35,634.0,633.8,637.04,3964722,252567504225000.0,84157,932694,0.2352
3,2018-12-18,BIOCON,EQ,633.8,634.0,641.0,633.8,640.7,638.85,638.08,1018473,64986256010000.0,17784,164425,0.16140000000000002
4,2018-12-19,BIOCON,EQ,638.85,640.7,646.8,631.0,634.45,634.5,639.66,1839842,117687940400000.0,43018,420956,0.2288
5,2018-12-20,BIOCON,EQ,634.5,635.0,650.4,633.35,638.75,637.6,642.39,2417869,155321853030000.0,45737,389404,0.1611
6,2018-12-21,BIOCON,EQ,637.6,639.0,643.0,617.7,621.9,620.9,627.42,1450234,90990415965000.0,43055,298544,0.2059
0,2018-12-13,BOSCHLTD,EQ,19172.05,19270.0,19749.0,19250.1,19630.0,19621.05,19571.98,25703,50305850950000.0,9943,9578,0.3726
1,2018-12-14,BOSCHLTD,EQ,19621.05,19603.0,19763.0,19414.05,19691.4,19691.35,19638.21,19324,37948881670000.0,7608,8327,0.43090000000000006
2,2018-12-17,BOSCHLTD,EQ,19691.35,19750.0,19833.0,19581.0,19646.25,19661.9,19715.33,25278,49836420320000.0,7534,15237,0.6028
3,2018-12-18,BOSCHLTD,EQ,19661.9,19663.0,19880.0,19503.05,19860.1,19861.55,19699.27,31179,61420343179999.99,11868,18944,0.6076
4,2018-12-19,BOSCHLTD,EQ,19861.55,19984.0,20000.0,19590.0,19628.6,19624.0,19671.02,56190,110531444684999.98,20625,37566,0.6686
5,2018-12-20,BOSCHLTD,EQ,19624.0,19500.0,19762.0,19199.95,19631.0,19607.05,19518.77,60826,118724897780000.0,21661,35827,0.589
6,2018-12-21,BOSCHLTD,EQ,19607.05,19690.0,19990.0,19483.2,19799.65,19898.2,19821.09,31018,61481067360000.0,11931,14783,0.47659999999999997
0,2018-12-13,BPCL,EQ,329.4,329.75,337.3,329.75,334.85,334.9,334.54,2985438,99874131335000.0,42141,826488,0.2768
1,2018-12-14,BPCL,EQ,334.9,334.65,349.4,330.75,344.95,345.3,341.21,3599106,122804273450000.0,65874,1358509,0.3775
2,2018-12-17,BPCL,EQ,345.3,345.0,351.95,341.45,351.95,350.35,346.54,3727207,129162492265000.02,46005,1148001,0.308
3,2018-12-18,BPCL,EQ,350.35,353.1,357.6,348.7,353.4,353.25,352.15,4493815,158250351090000.0,48639,961617,0.214
4,2018-12-19,BPCL,EQ,353.25,358.4,363.0,355.1,360.5,361.75,358.92,3675214,131909062015000.02,55996,1223883,0.33299999999999996
5,2018-12-20,BPCL,EQ,361.75,357.0,371.9,356.1,370.5,371.1,365.28,3608758,131820636930000.0,47316,836598,0.2318
6,2018-12-21,BPCL,EQ,371.1,374.7,376.1,368.1,374.35,374.65,372.86,5232821,195110481120000.0,57683,1528627,0.2921
0,2018-12-13,BRITANNIA,EQ,3056.5,3088.0,3157.95,3083.15,3140.0,3143.2,3134.41,401085,125716412950000.0,54301,186476,0.46490000000000004
1,2018-12-14,BRITANNIA,EQ,3143.2,3139.7,3171.1,3097.45,3139.0,3135.75,3142.83,187229,58842831890000.0,20571,87755,0.4687
2,2018-12-17,BRITANNIA,EQ,3135.75,3159.75,3170.0,3114.0,3157.0,3163.2,3147.73,228526,71933732175000.0,25568,104444,0.457
3,2018-12-18,BRITANNIA,EQ,3163.2,3157.0,3183.0,3130.0,3182.9,3168.7,3150.0,230834,72712795985000.0,12806,139652,0.605
4,2018-12-19,BRITANNIA,EQ,3168.7,3179.9,3245.0,3170.0,3225.0,3228.85,3213.82,425672,136803231630000.0,20757,219817,0.5164
5,2018-12-20,BRITANNIA,EQ,3228.85,3207.7,3234.75,3160.15,3174.0,3170.85,3195.13,205790,65752544550000.0,19723,113398,0.551
6,2018-12-21,BRITANNIA,EQ,3170.85,3199.0,3200.0,3107.1,3118.1,3119.8,3131.43,359201,112481143734999.98,29342,238619,0.6643000000000001
0,2018-12-13,CADILAHC,EQ,352.9,352.9,358.25,348.0,350.0,349.4,352.26,1099741,38739122785000.0,21192,539723,0.4908
1,2018-12-14,CADILAHC,EQ,349.4,347.1,351.6,344.5,346.4,346.45,347.17,703332,24417765315000.0,17747,251071,0.35700000000000004
2,2018-12-17,CADILAHC,EQ,346.45,350.35,352.95,348.2,349.5,351.0,350.95,843653,29608076370000.0,19749,120567,0.1429
3,2018-12-18,CADILAHC,EQ,351.0,347.25,347.95,341.45,345.5,345.25,344.69,1376167,47434845275000.0,22614,344117,0.25010000000000004
4,2018-12-19,CADILAHC,EQ,345.25,348.0,348.0,342.3,343.0,343.05,344.07,1070544,36833980990000.0,21153,441063,0.41200000000000003
5,2018-12-20,CADILAHC,EQ,343.05,342.5,345.8,342.0,345.0,344.25,343.62,852170,29282662714999.996,11272,384344,0.451
6,2018-12-21,CADILAHC,EQ,344.25,345.15,347.85,340.2,341.4,341.9,343.41,719385,24704068400000.0,14988,238263,0.3312
0,2018-12-13,CANBK,EQ,258.1,260.0,263.9,255.8,259.8,259.55,260.92,6414287,167364409175000.0,50186,546382,0.0852
1,2018-12-14,CANBK,EQ,259.55,258.6,267.4,257.2,266.95,266.45,264.15,6640373,175403772695000.0,44896,551033,0.083
2,2018-12-17,CANBK,EQ,266.45,266.75,268.45,263.25,266.35,265.55,265.63,3263657,86693329050000.0,23882,117083,0.0359
3,2018-12-18,CANBK,EQ,265.55,264.55,271.35,263.45,268.65,269.15,268.39,5551983,149008953105000.0,41471,366170,0.066
4,2018-12-19,CANBK,EQ,269.15,272.4,277.4,271.1,273.9,274.25,273.99,6333743,173540476065000.0,43218,491838,0.07769999999999999
5,2018-12-20,CANBK,EQ,274.25,272.15,277.3,266.3,269.4,268.45,272.2,7203280,196074387375000.0,48533,1032139,0.1433
6,2018-12-21,CANBK,EQ,268.45,270.0,272.25,263.85,266.25,265.5,266.94,4509612,120380524420000.0,30189,216765,0.0481
0,2018-12-13,CANFINHOME,EQ,254.45,255.0,275.0,254.45,267.0,266.5,267.12,3014335,80519986855000.0,37436,295106,0.09789999999999999
1,2018-12-14,CANFINHOME,EQ,266.5,265.8,281.95,260.2,278.55,278.6,275.92,2961622,81715776595000.0,34646,393148,0.13269999999999998
2,2018-12-17,CANFINHOME,EQ,278.6,276.1,280.15,272.8,275.1,275.6,275.85,685591,18911777075000.0,9273,83127,0.12119999999999999
3,2018-12-18,CANFINHOME,EQ,275.6,272.0,281.0,271.9,279.15,278.05,276.85,965727,26735926290000.0,11886,165604,0.17149999999999999
4,2018-12-19,CANFINHOME,EQ,278.05,280.55,289.0,280.45,287.5,286.65,286.6,2678955,76780021685000.0,30496,345031,0.1288
5,2018-12-20,CANFINHOME,EQ,286.65,284.2,293.25,283.0,290.5,289.4,289.58,1973626,57152599110000.0,25404,225382,0.1142
6,2018-12-21,CANFINHOME,EQ,289.4,290.05,297.0,276.0,281.0,278.15,282.18,2472656,69772683120000.01,26607,698884,0.2826
0,2018-12-13,CAPF,EQ,519.45,524.0,554.3,521.05,545.0,545.15,539.39,1687517,91022534220000.0,28602,258048,0.1529
1,2018-12-14,CAPF,EQ,545.15,544.35,548.5,528.05,535.2,537.1,538.69,699347,37672825920000.0,14787,112886,0.16140000000000002
2,2018-12-17,CAPF,EQ,537.1,535.1,548.0,535.1,540.9,540.85,542.93,528877,28714152585000.004,9766,82086,0.1552
3,2018-12-18,CAPF,EQ,540.85,537.9,569.9,536.4,567.5,567.95,561.58,2518057,141408606490000.0,43730,442170,0.17559999999999998
4,2018-12-19,CAPF,EQ,567.95,584.2,600.45,563.45,589.0,591.4,584.02,3721954,217367704815000.0,63707,536990,0.1443
5,2018-12-20,CAPF,EQ,591.4,588.9,606.95,581.1,605.0,604.75,597.21,2159357,128959540265000.02,32858,277947,0.12869999999999998
6,2018-12-21,CAPF,EQ,604.75,608.5,612.6,590.0,591.65,593.05,597.66,1359566,81255272645000.0,20610,365315,0.2687
0,2018-12-13,CASTROLIND,EQ,149.15,149.0,150.15,146.35,147.5,147.0,148.36,745227,11056299640000.0,7782,333664,0.44770000000000004
1,2018-12-14,CASTROLIND,EQ,147.0,146.85,149.7,146.15,149.05,149.15,148.62,273158,4059776700000.0,2814,80840,0.2959
2,2018-12-17,CASTROLIND,EQ,149.15,149.15,151.95,145.45,146.0,146.1,148.39,1563311,23197286685000.0,9995,804431,0.5146000000000001
3,2018-12-18,CASTROLIND,EQ,146.1,146.15,148.9,145.9,148.3,148.35,147.79,601173,8884740820000.0,9050,261398,0.43479999999999996
4,2018-12-19,CASTROLIND,EQ,148.35,149.65,154.45,148.45,154.25,154.25,152.02,1274843,19379675405000.0,11112,475727,0.37320000000000003
5,2018-12-20,CASTROLIND,EQ,154.25,155.2,156.8,152.35,155.35,155.85,154.28,851967,13143958370000.0,7273,209858,0.2463
6,2018-12-21,CASTROLIND,EQ,155.85,155.65,156.65,152.3,152.5,152.8,154.15,756301,11658390070000.0,6377,241780,0.3197
0,2018-12-13,CEATLTD,EQ,1310.5,1320.0,1330.05,1289.15,1295.2,1295.85,1308.06,715465,93586885685000.0,24583,126536,0.17690000000000003
1,2018-12-14,CEATLTD,EQ,1295.85,1293.0,1320.55,1272.1,1310.0,1310.8,1305.45,516843,67471255065000.0,22127,70532,0.1365
2,2018-12-17,CEATLTD,EQ,1310.8,1313.0,1327.6,1305.0,1312.5,1312.9,1314.58,332326,43686768885000.0,10651,27262,0.08199999999999999
3,2018-12-18,CEATLTD,EQ,1312.9,1320.15,1344.95,1312.0,1328.0,1330.55,1332.85,775945,103421809045000.0,19895,52192,0.06730000000000001
4,2018-12-19,CEATLTD,EQ,1330.55,1343.9,1353.0,1318.1,1347.7,1344.7,1338.53,647530,86673858815000.0,21631,77262,0.1193
5,2018-12-20,CEATLTD,EQ,1344.7,1353.7,1372.85,1346.45,1351.0,1351.25,1359.75,834166,113426038740000.02,25312,119817,0.1436
6,2018-12-21,CEATLTD,EQ,1351.25,1351.0,1362.1,1308.15,1324.5,1319.85,1328.16,573404,76156981375000.0,17106,55418,0.0966
0,2018-12-13,CENTURYTEX,EQ,909.6,911.0,928.3,904.0,914.4,912.65,916.88,437266,40092013615000.0,9387,61225,0.14
1,2018-12-14,CENTURYTEX,EQ,912.65,912.0,947.0,912.0,923.65,925.7,933.5,1251706,116846289840000.02,28945,99285,0.0793
2,2018-12-17,CENTURYTEX,EQ,925.7,926.0,937.0,915.3,931.0,933.9,924.97,452917,41893271975000.0,13212,79580,0.1757
3,2018-12-18,CENTURYTEX,EQ,933.9,931.0,937.7,920.3,932.5,932.35,930.19,330193,30714290805000.0,7034,43494,0.1317
4,2018-12-19,CENTURYTEX,EQ,932.35,938.0,953.9,931.0,937.05,939.95,944.06,806346,76124080970000.0,17075,90141,0.1118
5,2018-12-20,CENTURYTEX,EQ,939.95,931.0,948.0,929.3,943.65,942.05,941.14,434729,40914000770000.0,12085,57859,0.1331
6,2018-12-21,CENTURYTEX,EQ,942.05,942.0,952.85,904.2,912.75,913.15,922.03,630706,58152720015000.0,17879,78730,0.12480000000000001
0,2018-12-13,CESC,EQ,690.15,692.7,711.35,692.65,702.7,701.3,704.39,296494,20884788600000.0,10076,57973,0.1955
1,2018-12-14,CESC,EQ,701.3,701.3,711.0,693.0,698.8,698.85,701.71,430772,30227911139999.996,15763,134685,0.3127
2,2018-12-17,CESC,EQ,698.85,698.0,707.15,693.15,697.4,697.2,696.13,406375,28289086685000.004,14473,232179,0.5713
3,2018-12-18,CESC,EQ,697.2,695.0,703.5,684.2,687.0,687.6,688.83,425607,29316949414999.996,13485,138587,0.32560000000000006
4,2018-12-19,CESC,EQ,687.6,690.1,702.7,688.9,699.95,697.95,695.86,564118,39254752700000.0,15710,305917,0.5423
5,2018-12-20,CESC,EQ,697.95,696.9,726.0,695.0,722.2,717.2,716.48,973262,69732609920000.01,22102,177688,0.1826
6,2018-12-21,CESC,EQ,717.2,724.0,732.8,681.3,687.45,689.35,701.97,1441943,101219755965000.0,43184,299094,0.2074
0,2018-12-13,CGPOWER,EQ,39.3,40.0,40.0,38.6,38.8,38.95,39.19,3842634,15057672840000.0,8409,744760,0.1938
1,2018-12-14,CGPOWER,EQ,38.95,38.95,41.5,38.0,41.4,40.45,39.55,7225487,28579356785000.004,13821,1825034,0.25260000000000005
2,2018-12-17,CGPOWER,EQ,40.45,41.0,41.75,39.9,40.05,40.2,40.66,6100950,24807117425000.0,15544,1186861,0.1945
3,2018-12-18,CGPOWER,EQ,40.2,40.2,40.55,39.65,40.25,40.35,40.26,2414219,9719682120000.0,8017,590118,0.2444
4,2018-12-19,CGPOWER,EQ,40.35,40.55,41.95,40.25,41.1,41.25,41.06,7196341,29545463220000.0,11498,3519497,0.4891
5,2018-12-20,CGPOWER,EQ,41.25,40.9,41.3,39.9,40.15,40.15,40.43,3996397,16159395440000.0,9102,1160121,0.2903
6,2018-12-21,CGPOWER,EQ,40.15,40.2,43.8,40.2,43.65,43.45,42.76,23990556,102571737990000.0,55697,6581381,0.2743
0,2018-12-13,CHENNPETRO,EQ,265.95,268.7,276.9,266.25,274.75,274.45,273.43,298881,8172388555000.0,10504,59365,0.1986
1,2018-12-14,CHENNPETRO,EQ,274.45,271.55,281.5,270.2,280.0,278.2,278.41,467353,13011441245000.0,11281,96544,0.2066
2,2018-12-17,CHENNPETRO,EQ,278.2,279.85,280.6,274.5,275.5,275.45,277.74,138577,3848786675000.0,3019,30654,0.2212
3,2018-12-18,CHENNPETRO,EQ,275.45,276.5,291.4,275.15,290.45,288.75,284.81,981878,27965067964999.996,15079,158266,0.1612
4,2018-12-19,CHENNPETRO,EQ,288.75,291.6,293.8,280.55,281.5,282.1,285.49,1592210,45456410880000.0,24160,437111,0.2745
5,2018-12-20,CHENNPETRO,EQ,282.1,281.0,289.85,276.1,287.4,287.95,285.11,804253,22929818000000.0,10737,125046,0.1555
6,2018-12-21,CHENNPETRO,EQ,287.95,290.0,291.35,278.95,279.6,279.95,284.2,682134,19386066645000.0,13233,199343,0.2922
0,2018-12-13,CHOLAFIN,EQ,1239.6,1243.75,1286.4,1227.1,1230.0,1238.1,1262.66,505286,63800220585000.0,32081,197179,0.39020000000000005
1,2018-12-14,CHOLAFIN,EQ,1238.1,1230.0,1248.05,1221.0,1226.1,1229.5,1233.91,238684,29451561045000.0,31098,86217,0.36119999999999997
2,2018-12-17,CHOLAFIN,EQ,1229.5,1230.0,1239.45,1215.85,1229.2,1232.15,1229.12,252668,31055992885000.004,24327,143755,0.5689000000000001
3,2018-12-18,CHOLAFIN,EQ,1232.15,1224.0,1228.55,1209.45,1222.0,1219.85,1220.23,311331,37989490620000.0,10992,214281,0.6883
4,2018-12-19,CHOLAFIN,EQ,1219.85,1234.0,1302.55,1227.95,1283.05,1281.6,1268.02,1231505,156157266945000.0,41114,642284,0.5215
5,2018-12-20,CHOLAFIN,EQ,1281.6,1277.8,1295.0,1256.9,1263.7,1259.4,1278.24,525581,67181628225000.0,12859,320692,0.6102000000000001
6,2018-12-21,CHOLAFIN,EQ,1259.4,1262.8,1274.7,1218.6,1224.9,1223.05,1246.65,279110,34795354805000.0,14803,112142,0.4018
0,2018-12-13,CIPLA,EQ,531.3,532.0,533.8,519.2,528.0,527.0,527.03,2234487,117763850770000.0,58694,649837,0.2908
1,2018-12-14,CIPLA,EQ,527.0,528.35,533.8,516.65,522.05,521.75,524.55,1950888,102333227835000.0,54598,592545,0.3037
2,2018-12-17,CIPLA,EQ,521.75,524.0,529.35,520.7,524.7,523.65,524.02,1196871,62718699310000.0,27746,365361,0.3053
3,2018-12-18,CIPLA,EQ,523.65,524.0,527.0,520.05,523.6,522.9,523.09,1628240,85172212490000.0,44153,651966,0.4004
4,2018-12-19,CIPLA,EQ,522.9,524.0,528.6,522.55,524.45,524.75,525.46,1241000,65209506295000.01,24630,503480,0.4057
5,2018-12-20,CIPLA,EQ,524.75,523.7,526.0,515.4,520.4,520.25,519.6,2074097,107770898609999.98,36465,598539,0.2886
6,2018-12-21,CIPLA,EQ,520.25,521.0,523.95,514.3,517.0,516.65,518.23,1758710,91142425115000.0,30280,708620,0.4029
0,2018-12-13,COALINDIA,EQ,247.0,249.0,249.0,243.0,244.05,244.55,244.62,6797383,166276686505000.0,54051,4173214,0.6139
1,2018-12-14,COALINDIA,EQ,244.55,244.55,250.4,242.0,250.05,247.15,244.63,7521713,184001070315000.0,49253,4738773,0.63
2,2018-12-17,COALINDIA,EQ,247.15,249.1,253.7,246.2,253.0,251.45,250.04,9686146,242189568350000.0,94964,6621887,0.6836
3,2018-12-18,COALINDIA,EQ,251.45,252.5,253.85,249.05,251.3,251.85,251.37,6477964,162833552145000.0,46823,3812755,0.5886
4,2018-12-19,COALINDIA,EQ,251.85,252.7,253.3,250.0,251.0,251.0,251.4,5294565,133103882780000.0,40829,3369135,0.6363000000000001
5,2018-12-20,COALINDIA,EQ,251.0,248.6,254.5,248.0,250.7,250.55,250.78,8601671,215709257015000.0,57140,5245783,0.6099
6,2018-12-21,COALINDIA,EQ,250.55,250.9,253.35,247.15,252.2,252.75,251.19,12802364,321583798590000.0,86724,8375347,0.6542
0,2018-12-13,COLPAL,EQ,1272.95,1282.0,1315.0,1276.25,1304.6,1303.5,1303.47,1236749,161206369645000.0,36049,555008,0.44880000000000003
1,2018-12-14,COLPAL,EQ,1303.5,1305.0,1328.0,1302.0,1310.35,1311.65,1315.76,898326,118198123905000.0,33203,333548,0.3713
2,2018-12-17,COLPAL,EQ,1311.65,1311.65,1320.0,1294.1,1301.9,1301.0,1304.71,483759,63116295325000.0,26735,186811,0.3862
3,2018-12-18,COLPAL,EQ,1301.0,1300.0,1315.0,1290.25,1314.15,1310.8,1307.0,536529,70124164120000.01,19260,296485,0.5526
4,2018-12-19,COLPAL,EQ,1310.8,1312.0,1343.0,1312.0,1333.0,1330.15,1334.69,665303,88797639135000.0,26111,329386,0.4951
5,2018-12-20,COLPAL,EQ,1330.15,1329.55,1335.0,1322.7,1332.0,1328.2,1328.51,295111,39205700605000.0,18783,152041,0.5152
6,2018-12-21,COLPAL,EQ,1328.2,1320.1,1339.8,1320.1,1327.0,1327.05,1328.72,448000,59526552095000.01,15853,261519,0.5837
0,2018-12-13,CONCOR,EQ,652.45,649.95,654.3,643.65,647.55,647.75,648.64,513508,33308410195000.0,35322,266904,0.5197999999999999
1,2018-12-14,CONCOR,EQ,647.75,647.0,653.2,642.05,653.0,650.65,649.93,875170,56880006210000.0,22392,678966,0.7758
2,2018-12-17,CONCOR,EQ,650.65,653.0,674.9,653.0,655.0,662.2,667.76,1334569,89117348195000.0,36492,435849,0.32659999999999995
3,2018-12-18,CONCOR,EQ,662.2,658.65,664.5,650.5,659.2,660.4,657.28,711170,46743699650000.0,21929,302683,0.42560000000000003
4,2018-12-19,CONCOR,EQ,660.4,667.5,680.9,661.8,671.0,668.5,671.23,739180,49616090560000.0,44368,301610,0.408
5,2018-12-20,CONCOR,EQ,668.5,673.0,678.85,656.7,664.6,666.5,669.55,1664631,111455275055000.0,58816,477674,0.287
6,2018-12-21,CONCOR,EQ,666.5,670.0,670.0,653.35,655.0,656.6,658.23,519077,34167155735000.004,32709,266069,0.5126
0,2018-12-13,CUMMINSIND,EQ,805.8,809.0,817.85,807.15,812.0,812.85,813.32,712254,57928758110000.0,9740,524526,0.7364
1,2018-12-14,CUMMINSIND,EQ,812.85,808.5,816.55,802.8,809.75,808.4,809.95,555718,45010187300000.0,8708,427287,0.7689
2,2018-12-17,CUMMINSIND,EQ,808.4,818.9,842.0,808.0,829.9,831.75,825.55,1405947,116068410465000.02,28821,617322,0.4391
3,2018-12-18,CUMMINSIND,EQ,831.75,831.0,839.35,813.7,819.95,818.75,821.84,1134739,93257436395000.0,27095,413274,0.3642
4,2018-12-19,CUMMINSIND,EQ,818.75,824.45,836.95,814.55,816.5,816.35,823.58,979302,80652945915000.0,46070,468147,0.478
5,2018-12-20,CUMMINSIND,EQ,816.35,816.0,831.5,813.05,826.9,829.85,823.6,465312,38322881385000.0,14823,213950,0.4598
6,2018-12-21,CUMMINSIND,EQ,829.85,837.0,837.0,786.05,790.0,790.95,804.97,479435,38593115115000.0,18300,171581,0.3579
0,2018-12-13,DABUR,EQ,430.55,434.0,441.0,430.25,436.2,434.7,436.36,3906222,170452964805000.0,81820,1875433,0.48009999999999997
1,2018-12-14,DABUR,EQ,434.7,426.0,446.3,426.0,444.55,444.05,440.76,3600390,158689026330000.0,63170,1589601,0.4415
2,2018-12-17,DABUR,EQ,444.05,444.05,448.75,438.8,444.0,442.4,445.11,3996750,177899003170000.0,52776,1865855,0.4668
3,2018-12-18,DABUR,EQ,442.4,440.8,444.95,438.0,444.3,442.9,441.0,2109797,93041670750000.0,38730,986938,0.4678
4,2018-12-19,DABUR,EQ,442.9,445.95,458.8,445.3,456.95,456.8,454.4,4720385,214493354305000.0,104534,2718098,0.5758
5,2018-12-20,DABUR,EQ,456.8,452.75,454.0,440.1,444.9,444.05,445.97,2723047,121440942195000.0,70898,1074441,0.3946
6,2018-12-21,DABUR,EQ,444.05,445.0,448.5,434.2,438.8,437.75,440.31,2130122,93791827435000.0,41598,801798,0.3764
0,2018-12-13,DCBBANK,EQ,157.65,158.0,163.5,157.0,159.0,158.7,160.62,1421047,22824933680000.0,13143,269453,0.18960000000000002
1,2018-12-14,DCBBANK,EQ,158.7,158.8,162.85,155.7,161.85,161.95,159.27,1429935,22774258515000.0,12030,228755,0.16
2,2018-12-17,DCBBANK,EQ,161.95,161.95,163.2,158.0,158.1,158.85,159.61,1029324,16428862205000.002,6848,307074,0.2983
3,2018-12-18,DCBBANK,EQ,158.85,157.8,160.9,157.35,159.7,160.0,159.47,666753,10632408380000.0,9522,149129,0.2237
4,2018-12-19,DCBBANK,EQ,160.0,159.95,165.25,159.4,164.55,164.55,163.73,1366711,22377473075000.0,14575,369823,0.2706
5,2018-12-20,DCBBANK,EQ,164.55,163.5,168.8,161.05,168.7,167.85,165.19,1671647,27613732339999.996,14332,490911,0.2937
6,2018-12-21,DCBBANK,EQ,167.85,169.0,169.75,162.55,165.0,165.0,165.74,1744205,28907817000000.0,20059,517327,0.29660000000000003
0,2018-12-13,DHFL,EQ,213.85,218.1,228.7,216.5,219.0,218.45,222.62,14433085,321315846675000.0,120179,1658720,0.1149
1,2018-12-14,DHFL,EQ,218.45,219.0,221.0,215.3,215.6,216.65,217.94,6428148,140095116670000.0,56722,1148996,0.17870000000000003
2,2018-12-17,DHFL,EQ,216.65,217.8,219.75,214.1,217.95,218.0,217.27,4724600,102652005010000.0,39403,651063,0.1378
3,2018-12-18,DHFL,EQ,218.0,215.95,218.8,213.35,214.0,214.05,215.63,4581599,98793637620000.0,48873,1080192,0.23579999999999998
4,2018-12-19,DHFL,EQ,214.05,216.45,230.0,216.25,226.0,227.4,224.5,17094676,383775743625000.0,137301,2781399,0.1627
5,2018-12-20,DHFL,EQ,227.4,224.55,242.3,222.85,238.5,238.15,235.79,24128201,568908134285000.0,188693,3386908,0.1404
6,2018-12-21,DHFL,EQ,238.15,239.55,245.7,232.35,240.5,240.65,239.63,20483987,490854964510000.06,154454,3472157,0.16949999999999998
0,2018-12-13,DISHTV,EQ,37.0,37.2,37.9,36.3,37.7,37.55,37.03,3427581,12693670770000.0,6441,631157,0.1841
1,2018-12-14,DISHTV,EQ,37.55,37.55,38.6,36.7,38.0,37.75,37.81,5164773,19527735550000.0,7931,1098124,0.2126
2,2018-12-17,DISHTV,EQ,37.75,37.75,38.2,37.35,37.55,37.7,37.69,1512796,5701235005000.0,3242,174550,0.11539999999999999
3,2018-12-18,DISHTV,EQ,37.7,37.5,37.65,36.5,36.9,36.75,37.04,3111908,11525188680000.0,4946,705167,0.2266
4,2018-12-19,DISHTV,EQ,36.75,36.9,39.2,36.75,38.45,38.5,38.16,5313153,20272502525000.0,12567,1958222,0.3686
5,2018-12-20,DISHTV,EQ,38.5,38.15,39.3,37.85,39.15,39.0,38.6,2314285,8932632750000.0,6955,615835,0.2661
6,2018-12-21,DISHTV,EQ,39.0,39.0,39.8,38.5,38.65,38.75,39.04,4387274,17128751885000.0,9616,1657719,0.3778
0,2018-12-13,DIVISLAB,EQ,1528.9,1536.0,1553.15,1515.75,1518.15,1522.0,1531.66,773320,118446448709999.98,26837,212836,0.2752
