,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
1,2018-12-14,DIVISLAB,EQ,1522.0,1518.1,1529.35,1477.25,1495.0,1491.4,1495.53,793454,118663032450000.0,35138,347159,0.4375
2,2018-12-17,DIVISLAB,EQ,1491.4,1498.9,1516.9,1475.5,1479.0,1483.1,1495.39,594795,88945248590000.0,20890,181950,0.3059
3,2018-12-18,DIVISLAB,EQ,1483.1,1483.9,1501.45,1475.9,1500.0,1496.4,1489.15,545698,81262482430000.0,21930,184186,0.3375
4,2018-12-19,DIVISLAB,EQ,1496.4,1505.0,1525.9,1485.0,1511.7,1516.15,1510.5,650629,98277612355000.0,34473,207032,0.3182
5,2018-12-20,DIVISLAB,EQ,1516.15,1500.6,1523.9,1500.6,1515.0,1512.6,1514.58,451924,68447540345000.01,30892,132535,0.2933
6,2018-12-21,DIVISLAB,EQ,1512.6,1514.95,1519.0,1470.2,1480.8,1474.8,1488.0,552808,82257968510000.0,26763,211824,0.3832
0,2018-12-13,DLF,EQ,179.25,176.95,182.85,174.7,178.2,178.85,178.8,8244217,147405599235000.0,57381,339172,0.041100000000000005
1,2018-12-14,DLF,EQ,178.85,178.1,180.55,176.25,177.95,178.75,178.6,4029066,71957756485000.0,32577,202887,0.0504
2,2018-12-17,DLF,EQ,178.75,179.75,180.7,174.9,177.95,178.3,177.57,3643033,64688335000000.0,23959,281292,0.0772
3,2018-12-18,DLF,EQ,178.3,177.0,180.95,176.25,178.2,178.05,177.86,3786975,67355527640000.0,25088,275976,0.0729
4,2018-12-19,DLF,EQ,178.05,179.35,193.3,178.4,192.8,191.5,188.49,16441945,309906440090000.0,84435,2021090,0.1229
5,2018-12-20,DLF,EQ,191.5,192.8,193.7,186.7,190.0,189.85,190.32,8962611,170572604200000.0,61538,652294,0.0728
6,2018-12-21,DLF,EQ,189.85,190.0,191.8,185.15,187.1,187.1,188.6,8223560,155099861160000.0,60764,1281669,0.1559
0,2018-12-13,DRREDDY,EQ,2586.35,2625.0,2625.0,2567.2,2604.0,2596.85,2592.95,1037801,269096624130000.03,57321,73802,0.07110000000000001
1,2018-12-14,DRREDDY,EQ,2596.85,2595.0,2609.6,2568.0,2589.2,2591.7,2586.24,586360,151646994160000.0,41165,118635,0.2023
2,2018-12-17,DRREDDY,EQ,2591.7,2604.7,2635.0,2600.2,2612.75,2613.15,2619.11,592403,155156724055000.0,30023,203547,0.3436
3,2018-12-18,DRREDDY,EQ,2613.15,2601.8,2645.0,2582.15,2643.4,2639.3,2618.64,739253,193583817735000.0,61766,274454,0.3713
4,2018-12-19,DRREDDY,EQ,2639.3,2645.0,2651.0,2584.65,2613.0,2613.75,2618.4,841239,220270029319999.97,49598,265647,0.31579999999999997
5,2018-12-20,DRREDDY,EQ,2613.75,2607.7,2633.95,2592.0,2625.95,2628.45,2621.39,493086,129257075520000.0,31665,156399,0.3172
6,2018-12-21,DRREDDY,EQ,2628.45,2609.4,2616.3,2578.1,2602.95,2608.05,2601.37,747959,194571561900000.0,59654,284800,0.38079999999999997
0,2018-12-13,EICHERMOT,EQ,23722.0,23800.0,24124.95,23200.0,23315.0,23305.4,23575.09,108713,256291873110000.0,40122,33458,0.3078
1,2018-12-14,EICHERMOT,EQ,23305.4,23350.0,23800.0,23150.7,23700.0,23716.15,23559.75,76757,180837543050000.0,26026,18273,0.23809999999999998
2,2018-12-17,EICHERMOT,EQ,23716.15,23951.0,23951.0,23550.0,23640.0,23697.8,23728.08,44265,105032335040000.0,16984,11331,0.256
3,2018-12-18,EICHERMOT,EQ,23697.8,23570.0,23900.0,23343.95,23861.5,23865.65,23566.03,61416,144733105450000.0,16154,19844,0.32310000000000005
4,2018-12-19,EICHERMOT,EQ,23865.65,23865.65,24220.0,23808.05,23902.05,23955.7,23997.09,49079,117775326265000.02,14577,13209,0.2691
5,2018-12-20,EICHERMOT,EQ,23955.7,23800.0,24178.0,23700.1,24146.0,24092.0,23941.19,50123,120000426895000.0,14164,14625,0.2918
6,2018-12-21,EICHERMOT,EQ,24092.0,24146.0,24190.0,23411.1,23479.95,23597.6,23766.87,57989,137821720580000.0,19763,20708,0.35710000000000003
0,2018-12-13,ENGINERSIN,EQ,113.05,113.95,116.4,113.75,114.85,114.8,114.98,1112467,12790907360000.0,10307,334868,0.30100000000000005
1,2018-12-14,ENGINERSIN,EQ,114.8,114.55,116.35,114.1,115.6,115.75,115.04,611326,7032531620000.0,5539,178170,0.2914
2,2018-12-17,ENGINERSIN,EQ,115.75,116.3,119.4,115.45,117.7,118.05,118.09,2016678,23814647485000.0,12965,608271,0.30160000000000003
3,2018-12-18,ENGINERSIN,EQ,118.05,118.0,118.5,116.55,117.0,117.05,117.35,704866,8271818275000.0,6239,242646,0.3442
4,2018-12-19,ENGINERSIN,EQ,117.05,117.5,124.15,116.75,123.0,123.0,120.79,2854109,34475034875000.0,18041,937346,0.3284
5,2018-12-20,ENGINERSIN,EQ,123.0,122.45,125.7,121.4,124.4,124.8,124.0,2960565,36710218215000.0,20796,870737,0.29410000000000003
6,2018-12-21,ENGINERSIN,EQ,124.8,124.0,125.7,122.15,123.0,123.75,123.88,1505032,18644003795000.0,16285,673127,0.4473
0,2018-12-13,EQUITAS,EQ,116.25,118.45,125.0,117.05,118.65,118.95,121.96,5743300,70044911960000.0,38054,446212,0.07769999999999999
1,2018-12-14,EQUITAS,EQ,118.95,119.2,120.2,116.0,118.0,118.2,118.47,1770410,20973388375000.0,13089,198991,0.1124
2,2018-12-17,EQUITAS,EQ,118.2,118.25,120.2,117.6,117.95,118.3,118.94,1085058,12905628245000.0,8420,215173,0.19829999999999998
3,2018-12-18,EQUITAS,EQ,118.3,117.8,118.6,115.15,117.05,116.95,116.66,2732248,31874112750000.0,26505,629169,0.2303
4,2018-12-19,EQUITAS,EQ,116.95,118.2,120.95,117.5,120.1,119.65,119.7,1824955,21845316205000.0,11917,359878,0.1972
5,2018-12-20,EQUITAS,EQ,119.65,119.35,126.2,118.5,124.9,124.9,124.4,4758250,59194987900000.0,34561,895199,0.1881
6,2018-12-21,EQUITAS,EQ,124.9,125.65,127.25,121.0,122.2,121.9,124.35,4199869,52225264550000.0,34313,575200,0.13699999999999998
0,2018-12-13,ESCORTS,EQ,656.7,660.8,667.0,651.5,655.65,659.25,659.97,1691637,111642629109999.98,34815,384196,0.22710000000000002
1,2018-12-14,ESCORTS,EQ,659.25,656.0,674.5,650.0,663.2,664.8,666.92,2133580,142292304470000.0,43757,314437,0.1474
2,2018-12-17,ESCORTS,EQ,664.8,665.05,679.0,664.0,671.0,671.2,673.77,1552970,104634388625000.0,33399,188564,0.12140000000000001
3,2018-12-18,ESCORTS,EQ,671.2,670.0,677.6,666.05,672.5,673.0,672.99,1039492,69956939029999.99,23215,103138,0.0992
4,2018-12-19,ESCORTS,EQ,673.0,674.8,685.0,670.1,675.0,674.35,678.66,1270324,86211414275000.0,27593,175642,0.1383
5,2018-12-20,ESCORTS,EQ,674.35,671.45,696.95,669.5,696.0,693.3,688.49,2358261,162365065885000.0,44759,413194,0.1752
6,2018-12-21,ESCORTS,EQ,693.3,697.6,702.4,676.6,684.25,684.25,691.4,2069870,143110031895000.0,48022,355281,0.1716
0,2018-12-13,EXIDEIND,EQ,261.25,262.0,263.7,254.75,257.0,256.15,257.62,1030015,26534952705000.0,23629,404572,0.39280000000000004
1,2018-12-14,EXIDEIND,EQ,256.15,256.05,259.75,254.15,257.6,257.65,257.27,485088,12479710190000.0,11775,121264,0.25
2,2018-12-17,EXIDEIND,EQ,257.65,257.6,261.5,257.1,257.35,258.25,259.48,555331,14409614855000.002,8340,219952,0.3961
3,2018-12-18,EXIDEIND,EQ,258.25,256.05,260.6,256.05,260.6,258.65,259.34,1129964,29304005795000.0,11557,650772,0.5759000000000001
4,2018-12-19,EXIDEIND,EQ,258.65,261.0,272.5,260.0,269.9,269.95,266.64,3115484,83071805845000.0,35330,1030834,0.3309
5,2018-12-20,EXIDEIND,EQ,269.95,269.45,273.8,267.5,269.85,270.55,271.37,2237991,60732759579999.99,23587,630669,0.2818
6,2018-12-21,EXIDEIND,EQ,270.55,270.1,270.65,262.45,263.5,263.5,265.02,1284285,34036232675000.0,21717,628534,0.4894
0,2018-12-13,FEDERALBNK,EQ,88.05,88.95,91.55,88.35,89.25,89.4,89.89,21625763,194396811040000.0,77279,7866964,0.3638
1,2018-12-14,FEDERALBNK,EQ,89.4,89.0,91.75,88.35,91.45,91.25,90.46,12481914,112915687805000.0,33193,3566789,0.2858
2,2018-12-17,FEDERALBNK,EQ,91.25,91.3,93.15,90.1,92.95,92.8,91.85,14260853,130989742290000.02,40677,4435221,0.311
3,2018-12-18,FEDERALBNK,EQ,92.8,92.9,93.9,91.2,92.2,92.2,92.56,14144108,130921790184999.98,42442,2734246,0.1933
4,2018-12-19,FEDERALBNK,EQ,92.2,92.55,95.0,91.35,94.6,94.85,93.66,16993787,159167383190000.0,75678,6937337,0.4082
5,2018-12-20,FEDERALBNK,EQ,94.85,94.0,96.35,93.6,95.55,95.4,95.19,15374767,146345317340000.0,47607,6256311,0.4069
6,2018-12-21,FEDERALBNK,EQ,95.4,95.4,96.0,91.8,92.95,92.5,93.19,15565770,145053470120000.0,49230,5566549,0.3576
0,2018-12-13,GAIL,EQ,344.45,345.45,348.3,340.2,346.5,346.45,344.38,3355227,115547922784999.98,76511,1885639,0.562
1,2018-12-14,GAIL,EQ,346.45,346.95,353.2,341.5,351.3,351.25,347.26,2004546,69609875345000.01,43642,870694,0.4344
2,2018-12-17,GAIL,EQ,351.25,351.3,355.4,350.6,353.4,353.15,352.89,2135558,75361215895000.0,67102,993171,0.4651
3,2018-12-18,GAIL,EQ,353.15,353.0,357.2,349.7,354.0,354.5,354.25,3459455,122550894125000.0,60529,1789050,0.5171
4,2018-12-19,GAIL,EQ,354.5,356.0,359.4,352.8,358.45,358.5,356.34,2697995,96140699920000.0,117153,1755982,0.6508
5,2018-12-20,GAIL,EQ,358.5,354.3,358.0,351.6,354.05,353.15,353.69,2399452,84865896450000.0,52547,1084542,0.452
6,2018-12-21,GAIL,EQ,353.15,353.0,354.2,344.1,345.5,345.05,346.96,4050832,140548692100000.0,48524,2557657,0.6314000000000001
0,2018-12-13,GLENMARK,EQ,658.6,662.85,682.0,653.9,679.0,677.3,674.97,1423964,96112763360000.0,37909,420573,0.2954
1,2018-12-14,GLENMARK,EQ,677.3,678.3,685.6,661.1,667.0,668.55,674.54,880275,59377962225000.0,24688,263574,0.2994
2,2018-12-17,GLENMARK,EQ,668.55,672.9,698.0,671.1,681.5,684.65,689.82,2052539,141588271830000.0,43670,415730,0.2025
3,2018-12-18,GLENMARK,EQ,684.65,683.0,693.0,680.0,685.6,686.1,686.62,746278,51240879870000.0,31005,243481,0.32630000000000003
4,2018-12-19,GLENMARK,EQ,686.1,686.5,693.55,678.0,686.5,686.95,685.01,746190,51114505210000.0,36158,251694,0.3373
5,2018-12-20,GLENMARK,EQ,686.95,686.3,690.4,680.25,686.7,686.65,685.46,411515,28207674360000.004,8929,83984,0.2041
6,2018-12-21,GLENMARK,EQ,686.65,687.9,694.7,669.6,670.65,672.2,681.74,1119618,76328699725000.0,31875,295113,0.2636
0,2018-12-13,GMRINFRA,EQ,15.45,15.5,15.65,15.35,15.5,15.5,15.5,14049952,21772216255000.0,9867,4311868,0.3069
1,2018-12-14,GMRINFRA,EQ,15.5,15.4,15.8,15.3,15.7,15.75,15.62,11443829,17875049320000.0,5279,2997659,0.2619
2,2018-12-17,GMRINFRA,EQ,15.75,15.7,15.8,15.6,15.65,15.7,15.69,4502068,7064562680000.0,2926,1128744,0.25070000000000003
3,2018-12-18,GMRINFRA,EQ,15.7,15.6,15.85,15.6,15.65,15.7,15.71,6228576,9786152015000.0,3362,1465904,0.2354
4,2018-12-19,GMRINFRA,EQ,15.7,15.75,16.65,15.65,16.4,16.45,16.22,23900402,38772390215000.0,11604,6906298,0.289
5,2018-12-20,GMRINFRA,EQ,16.45,16.35,16.55,16.25,16.4,16.4,16.39,7668914,12572321915000.0,4437,1971409,0.2571
6,2018-12-21,GMRINFRA,EQ,16.4,16.5,16.65,15.85,15.85,15.9,16.14,12192790,19677598335000.0,6582,3847249,0.3155
0,2018-12-13,GODFRYPHLP,EQ,908.6,916.0,940.0,913.5,915.55,917.9,928.56,328564,30509098560000.004,11118,29622,0.0902
1,2018-12-14,GODFRYPHLP,EQ,917.9,915.55,933.15,909.4,923.65,925.9,921.47,158683,14622164205000.002,6444,26436,0.1666
2,2018-12-17,GODFRYPHLP,EQ,925.9,928.0,929.9,905.0,907.2,909.7,915.89,76027,6963226615000.001,5019,15495,0.20379999999999998
3,2018-12-18,GODFRYPHLP,EQ,909.7,907.2,912.15,895.0,905.9,907.2,904.66,104555,9458718425000.0,4620,23873,0.22829999999999998
4,2018-12-19,GODFRYPHLP,EQ,907.2,906.0,922.0,900.15,904.0,905.9,910.79,161357,14696301655000.002,8332,31380,0.1945
5,2018-12-20,GODFRYPHLP,EQ,905.9,902.0,929.65,890.0,896.85,895.45,911.27,408731,37246485330000.0,15291,80519,0.197
6,2018-12-21,GODFRYPHLP,EQ,895.45,900.95,908.85,841.3,844.0,849.45,867.65,330700,28693227175000.0,15115,79835,0.2414
0,2018-12-13,GODREJCP,EQ,775.85,771.15,818.5,771.15,812.0,808.7,806.28,1986309,160152979940000.0,82439,1214617,0.6115
1,2018-12-14,GODREJCP,EQ,808.7,812.0,829.9,802.0,825.0,827.2,822.81,1455548,119763350390000.02,40820,780768,0.5364
2,2018-12-17,GODREJCP,EQ,827.2,827.25,847.9,826.7,840.35,842.95,839.11,993343,83352521800000.0,40466,482083,0.4853
3,2018-12-18,GODREJCP,EQ,842.95,840.1,842.95,825.0,841.6,838.7,833.07,897798,74792447830000.0,59264,537534,0.5987
4,2018-12-19,GODREJCP,EQ,838.7,843.0,849.9,831.3,836.8,837.15,839.39,841348,70622252860000.0,33430,505704,0.6011
5,2018-12-20,GODREJCP,EQ,837.15,830.0,836.0,810.45,828.1,826.0,826.35,761160,62898197115000.0,26290,450296,0.5916
6,2018-12-21,GODREJCP,EQ,826.0,827.7,827.7,798.5,804.0,802.5,808.94,873245,70640708335000.0,56584,541957,0.6206
0,2018-12-13,GODREJIND,EQ,545.35,545.35,560.4,542.15,545.0,546.85,550.6,676269,37235188945000.0,21720,273984,0.4051
1,2018-12-14,GODREJIND,EQ,546.85,547.0,553.65,537.6,541.5,542.85,545.3,224029,12216262690000.0,7328,51030,0.2278
2,2018-12-17,GODREJIND,EQ,542.85,547.2,547.4,536.15,538.25,538.7,539.54,295303,15932823669999.998,8156,95214,0.3224
3,2018-12-18,GODREJIND,EQ,538.7,539.8,542.7,534.05,541.5,539.6,539.2,251686,13570873240000.0,9364,85985,0.34159999999999996
4,2018-12-19,GODREJIND,EQ,539.6,558.0,559.3,536.9,541.05,540.9,541.83,485943,26329801020000.0,13312,93878,0.1932
5,2018-12-20,GODREJIND,EQ,540.9,540.0,543.6,536.5,539.0,540.0,539.98,161078,8697875850000.0,6073,61334,0.38079999999999997
6,2018-12-21,GODREJIND,EQ,540.0,540.1,546.5,520.0,522.6,522.8,533.19,370629,19761752785000.0,14770,127804,0.3448
0,2018-12-13,GRASIM,EQ,811.55,819.0,837.9,815.6,837.85,829.4,827.05,1178039,97430007845000.0,36474,338732,0.28750000000000003
1,2018-12-14,GRASIM,EQ,829.4,850.0,852.75,835.5,844.9,847.2,845.02,1760542,148769360235000.0,51293,386716,0.2197
2,2018-12-17,GRASIM,EQ,847.2,846.25,857.75,842.3,844.65,846.3,848.28,783204,66437575970000.01,22924,154972,0.1979
3,2018-12-18,GRASIM,EQ,846.3,845.7,857.6,832.65,855.0,854.3,847.57,618217,52398255925000.0,20338,164957,0.2668
4,2018-12-19,GRASIM,EQ,854.3,859.0,876.0,851.15,852.15,854.9,863.99,1531370,132309050934999.98,36990,602737,0.3936
5,2018-12-20,GRASIM,EQ,854.9,847.6,856.05,826.3,828.5,828.5,834.84,2492060,208047212895000.0,59019,1216824,0.4883
6,2018-12-21,GRASIM,EQ,828.5,831.0,834.8,813.1,816.0,816.4,822.38,2410103,198201305660000.0,57905,1240188,0.5146000000000001
0,2018-12-13,GSFC,EQ,109.3,110.6,112.2,109.2,110.5,110.35,110.69,1857269,20558271590000.0,9963,410311,0.2209
1,2018-12-14,GSFC,EQ,110.35,109.95,110.7,107.9,109.75,110.05,109.69,746140,8184611465000.001,4658,140505,0.1883
2,2018-12-17,GSFC,EQ,110.05,110.7,110.8,108.55,109.7,109.75,109.65,593095,6503039945000.0,5344,134142,0.2262
3,2018-12-18,GSFC,EQ,109.75,109.35,111.7,108.8,111.5,110.9,110.15,1376287,15160437100000.0,9321,287845,0.2091
4,2018-12-19,GSFC,EQ,110.9,112.0,112.9,111.15,111.95,111.9,112.07,1958444,21948701515000.0,12061,428750,0.2189
5,2018-12-20,GSFC,EQ,111.9,111.4,114.6,110.6,112.75,112.5,113.02,2311301,26121878925000.0,14331,454404,0.1966
6,2018-12-21,GSFC,EQ,112.5,113.2,113.75,110.2,110.9,110.65,111.51,1269196,14153004210000.0,6377,323989,0.2553
0,2018-12-13,HAVELLS,EQ,704.8,705.25,711.0,695.0,703.5,705.15,703.66,728547,51264927875000.0,24928,194207,0.2666
1,2018-12-14,HAVELLS,EQ,705.15,700.2,715.9,700.0,710.55,711.45,711.08,1022180,72685492130000.0,49210,193363,0.18920000000000003
2,2018-12-17,HAVELLS,EQ,711.45,717.85,717.85,701.0,705.85,706.35,706.5,753943,53266328835000.0,17486,217477,0.28850000000000003
3,2018-12-18,HAVELLS,EQ,706.35,703.85,703.85,693.25,701.0,701.95,698.7,1072555,74939741525000.0,19573,441300,0.4114
4,2018-12-19,HAVELLS,EQ,701.95,702.25,712.45,697.0,703.5,705.05,705.61,1776201,125331357445000.0,34241,982564,0.5532
5,2018-12-20,HAVELLS,EQ,705.05,698.0,708.0,696.1,705.0,704.7,703.3,822019,57812799535000.0,17113,404664,0.49229999999999996
6,2018-12-21,HAVELLS,EQ,704.7,704.95,716.5,689.4,690.7,691.5,703.2,1614901,113559806340000.02,49616,467564,0.2895
0,2018-12-13,HCLTECH,EQ,971.25,970.05,982.55,963.45,976.5,978.05,974.64,1378322,134336718309999.98,61001,480191,0.34840000000000004
1,2018-12-14,HCLTECH,EQ,978.05,966.0,968.8,950.0,960.1,961.2,958.85,2305516,221065362810000.0,92802,592308,0.2569
2,2018-12-17,HCLTECH,EQ,961.2,965.1,974.0,953.9,972.1,971.65,963.39,1396290,134517793940000.02,63197,611350,0.4378
3,2018-12-18,HCLTECH,EQ,971.65,969.95,988.8,959.4,985.0,985.2,977.64,1937251,189393369450000.0,135073,1016341,0.5246000000000001
4,2018-12-19,HCLTECH,EQ,985.2,980.0,983.6,954.0,958.0,957.15,961.55,3058633,294104199900000.0,144832,1941652,0.6348
5,2018-12-20,HCLTECH,EQ,957.15,948.3,964.7,948.0,961.5,959.5,958.42,2263977,216984877500000.0,80567,1197612,0.529
6,2018-12-21,HCLTECH,EQ,959.5,957.05,964.0,945.0,948.0,954.45,954.5,5219625,498214769420000.0,86105,3852929,0.7382
0,2018-12-13,HDFC,EQ,1940.2,1945.0,1961.9,1927.9,1941.45,1942.05,1943.93,2778618,540143564939999.94,124486,1837952,0.6615000000000001
1,2018-12-14,HDFC,EQ,1942.05,1945.0,1955.0,1898.05,1909.6,1904.1,1913.13,3459751,661893892745000.0,190423,2270413,0.6562
2,2018-12-17,HDFC,EQ,1904.1,1915.0,1963.4,1913.7,1963.0,1960.35,1942.9,2030693,394544088415000.0,142060,1213372,0.5975
3,2018-12-18,HDFC,EQ,1960.35,1955.0,1957.9,1932.5,1949.05,1952.0,1943.92,2121103,412325066790000.0,121417,1225510,0.5778
4,2018-12-19,HDFC,EQ,1952.0,1954.0,1985.5,1948.55,1979.8,1981.7,1973.76,2560551,505392039225000.0,146398,1737845,0.6787000000000001
5,2018-12-20,HDFC,EQ,1981.7,1970.0,1982.0,1943.05,1977.0,1974.7,1960.03,1829220,358532580940000.0,151633,822136,0.44939999999999997
6,2018-12-21,HDFC,EQ,1974.7,1974.8,1979.6,1930.0,1943.45,1948.6,1951.03,4016548,783638670860000.0,191137,2537700,0.6318
0,2018-12-13,HDFCBANK,EQ,2085.3,2095.0,2125.0,2091.3,2100.0,2101.3,2106.01,1766059,371933518080000.0,105301,772172,0.4372
1,2018-12-14,HDFCBANK,EQ,2101.3,2104.9,2118.0,2088.05,2095.1,2095.7,2100.36,1539571,323365071240000.0,86089,779545,0.5063000000000001
2,2018-12-17,HDFCBANK,EQ,2095.7,2104.0,2132.6,2099.0,2128.5,2130.2,2120.53,2109331,447289088535000.06,86084,1367963,0.6485
3,2018-12-18,HDFCBANK,EQ,2130.2,2124.0,2139.0,2102.6,2138.1,2135.45,2120.42,1853492,393017858025000.0,73591,830866,0.4483
4,2018-12-19,HDFCBANK,EQ,2135.45,2133.1,2159.4,2113.55,2123.0,2123.45,2129.21,2252474,479599543155000.0,118427,1162216,0.516
5,2018-12-20,HDFCBANK,EQ,2123.45,2112.55,2140.45,2102.65,2138.0,2137.45,2119.71,1995119,422907455365000.0,108131,779492,0.3907
6,2018-12-21,HDFCBANK,EQ,2137.45,2134.0,2149.1,2109.05,2111.15,2111.15,2126.59,2555077,543360982260000.06,146305,1500441,0.5872
0,2018-12-13,HEROMOTOCO,EQ,3258.65,3230.0,3340.0,3210.05,3329.85,3318.25,3285.75,1278210,419987486375000.0,83298,483681,0.37840000000000007
1,2018-12-14,HEROMOTOCO,EQ,3318.25,3302.0,3350.8,3266.65,3315.0,3314.65,3308.3,920809,304631440210000.0,88985,420177,0.45630000000000004
2,2018-12-17,HEROMOTOCO,EQ,3314.65,3316.0,3320.0,3265.3,3292.0,3286.1,3286.44,707590,232545169944999.97,33581,408123,0.5768
3,2018-12-18,HEROMOTOCO,EQ,3286.1,3275.05,3324.65,3240.0,3297.05,3298.05,3289.28,910514,299493522985000.0,48863,543723,0.5972
4,2018-12-19,HEROMOTOCO,EQ,3298.05,3305.0,3330.1,3280.0,3302.2,3305.2,3307.82,947007,313252635745000.0,40050,660511,0.6975
5,2018-12-20,HEROMOTOCO,EQ,3305.2,3295.95,3380.0,3268.45,3372.3,3361.35,3322.89,388448,129077018140000.02,26060,113731,0.2928
6,2018-12-21,HEROMOTOCO,EQ,3361.35,3361.35,3369.0,3311.5,3335.25,3324.15,3332.67,525895,175263305645000.0,42293,223791,0.4255
0,2018-12-13,HEXAWARE,EQ,330.05,333.0,337.75,329.05,331.25,330.8,333.22,1068014,35588828250000.0,18828,228399,0.2139
1,2018-12-14,HEXAWARE,EQ,330.8,329.1,334.5,323.75,327.8,328.1,329.23,901424,29677667789999.996,15107,168716,0.1872
2,2018-12-17,HEXAWARE,EQ,328.1,330.1,331.9,324.4,329.3,330.9,328.45,641422,21067308340000.0,9462,97337,0.1518
3,2018-12-18,HEXAWARE,EQ,330.9,330.0,341.0,328.5,336.0,335.65,336.62,2030695,68357638900000.0,33459,553276,0.2725
4,2018-12-19,HEXAWARE,EQ,335.65,336.3,337.7,328.45,328.55,329.65,331.5,993972,32950230145000.0,18527,258165,0.2597
5,2018-12-20,HEXAWARE,EQ,329.65,327.7,331.8,319.5,321.8,321.6,326.39,1217448,39736481150000.0,21147,359802,0.29550000000000004
6,2018-12-21,HEXAWARE,EQ,321.6,323.0,324.5,312.55,313.7,314.75,318.79,1178934,37583677300000.0,43406,389283,0.33020000000000005
0,2018-12-13,HINDALCO,EQ,221.3,224.45,224.45,218.5,220.55,220.3,222.02,6889863,152966912145000.0,59471,2178314,0.31620000000000004
1,2018-12-14,HINDALCO,EQ,220.3,219.5,222.85,217.3,220.6,220.15,220.53,5749881,126804564305000.0,41929,2076615,0.36119999999999997
2,2018-12-17,HINDALCO,EQ,220.15,221.7,225.95,221.6,225.2,225.45,224.07,5693529,127576786175000.0,38878,1488517,0.2614
3,2018-12-18,HINDALCO,EQ,225.45,224.0,227.0,222.6,226.0,225.25,224.35,5915969,132724632784999.98,40137,1662218,0.281
4,2018-12-19,HINDALCO,EQ,225.25,225.55,228.3,225.0,227.6,227.15,226.84,5429082,123152019520000.0,41411,1735657,0.3197
5,2018-12-20,HINDALCO,EQ,227.15,222.8,225.0,219.75,224.25,223.9,222.19,8411639,186894310770000.0,60757,1607226,0.1911
6,2018-12-21,HINDALCO,EQ,223.9,224.25,227.45,221.8,223.75,224.0,224.5,6933691,155664474955000.0,47954,1758957,0.25370000000000004
0,2018-12-13,HINDPETRO,EQ,219.3,221.4,227.0,221.0,224.8,225.15,224.43,5941824,133352029790000.02,64432,1919428,0.32299999999999995
1,2018-12-14,HINDPETRO,EQ,225.15,224.0,229.5,222.1,226.95,227.3,226.97,6378809,144782754650000.0,61525,2385033,0.3739
2,2018-12-17,HINDPETRO,EQ,227.3,229.8,229.8,225.2,228.05,228.45,227.6,5434550,123689829595000.0,49875,2000443,0.36810000000000004
3,2018-12-18,HINDPETRO,EQ,228.45,231.2,232.25,228.1,231.2,231.35,230.38,6660517,153446103395000.0,59047,1727720,0.2594
4,2018-12-19,HINDPETRO,EQ,231.35,235.75,238.8,233.4,235.6,236.15,236.15,8702942,205522992965000.0,79152,3487436,0.4007
5,2018-12-20,HINDPETRO,EQ,236.15,234.3,246.0,233.0,244.3,244.45,239.57,7860470,188315291890000.0,73382,2571866,0.3272
6,2018-12-21,HINDPETRO,EQ,244.45,246.1,252.05,242.5,250.1,250.05,248.26,13208463,327907566755000.0,141659,4692786,0.3553
0,2018-12-13,HINDUNILVR,EQ,1839.1,1848.0,1867.45,1837.05,1852.05,1855.55,1853.19,1586900,294081958100000.0,104574,758442,0.4779
1,2018-12-14,HINDUNILVR,EQ,1855.55,1837.0,1865.85,1832.75,1860.55,1860.55,1852.52,1573884,291565604000000.0,84581,759032,0.4823
2,2018-12-17,HINDUNILVR,EQ,1860.55,1865.0,1869.5,1845.05,1850.75,1850.7,1855.7,1179613,218901058715000.0,50816,475479,0.4031
3,2018-12-18,HINDUNILVR,EQ,1850.7,1848.9,1848.9,1833.0,1844.0,1840.75,1839.35,1521255,279811468190000.0,58549,1040031,0.6837000000000001
4,2018-12-19,HINDUNILVR,EQ,1840.75,1849.95,1858.0,1842.0,1845.0,1844.8,1848.62,1687085,311878520360000.0,89407,1324512,0.7851
5,2018-12-20,HINDUNILVR,EQ,1844.8,1839.0,1854.9,1821.0,1833.0,1834.25,1839.16,1500656,275994572590000.0,84823,898964,0.599
6,2018-12-21,HINDUNILVR,EQ,1834.25,1833.0,1842.6,1800.0,1810.0,1803.5,1816.56,1439522,261498501190000.0,85704,946603,0.6576000000000001
0,2018-12-13,HINDZINC,EQ,274.9,274.05,278.0,274.05,275.0,275.65,276.15,341136,9420416895000.0,4214,159484,0.4675
1,2018-12-14,HINDZINC,EQ,275.65,273.5,277.8,267.2,268.75,269.25,271.87,1134835,30852974785000.004,10043,285431,0.2515
2,2018-12-17,HINDZINC,EQ,269.25,270.5,274.8,268.15,274.0,273.35,270.98,1251917,33924864660000.004,11599,490910,0.3921
3,2018-12-18,HINDZINC,EQ,273.35,273.4,279.0,271.0,278.2,277.8,276.87,1108324,30685841555000.0,12173,230831,0.20829999999999999
4,2018-12-19,HINDZINC,EQ,277.8,279.0,283.5,276.0,283.3,282.3,280.23,874546,24507132295000.0,11870,254941,0.2915
5,2018-12-20,HINDZINC,EQ,282.3,282.5,282.5,275.1,277.95,277.9,277.01,1089648,30184503789999.996,21462,236938,0.21739999999999998
6,2018-12-21,HINDZINC,EQ,277.9,280.0,280.5,273.25,275.75,274.3,276.56,407678,11274641145000.0,6140,91013,0.2232
